0.000007, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000091, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000045, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000027, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000108, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000136, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000151, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000128, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000026, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000093, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000140, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
0.000100, 0.000100
