0.29939994, -0.84145605, 0.84831167, 0.40890044, -0.74068863, -1.00781162, -0.85092457, -0.49451558, -0.25075593, -0.72954888, -0.16181860, 0.72346708, -0.59696640, -0.64688100, -0.16344962, 0.61188796, -0.67358779, 0.61516422, 0.28411981, -0.05199257, -0.02677570, 0.47453656, -1.07884625, 0.81983900, -0.27516349, -1.01011718, -1.04928092, 0.69969626, -0.48205127, 0.74492608, -0.54720808, -1.07170145, -0.98558009, -0.58794653, 0.44814887, -0.61531885, -0.48480827, 0.70817417, 0.00111545, 0.37538568, -0.91042483, -1.04975327, 0.20980263, -0.39644135, -0.58568439, -0.84269710, -0.67360351, -0.14832230, 0.88341700, 0.72146618, -1.08936499, -0.03240882, 0.30695261, -1.05726137, -0.10161994, -0.85726100, -0.95642867, -0.03995098, -1.04661486, -0.32753006, -0.18407503, -0.48287306, -0.28828163, -0.05870524, 
0.18895977, -0.58035340, 0.58575527, 0.81510138, -0.76122935, -0.30217941, 0.30143694, -0.56070430, -0.24098280, -0.37781055, 0.15380423, 0.28428269, -0.10955778, 0.59115060, -0.75308974, -0.11519090, 0.42356666, -0.73150485, 0.96335015, -0.15853085, -0.67781634, -0.02731991, 0.09515803, -0.52329513, -0.95632101, 0.15949304, 0.26012470, -0.02944616, 0.78756986, -0.91720705, 1.02279848, -0.06134997, -0.53544005, 0.57067414, -0.28412819, -0.33454900, -0.76938486, 0.97942914, 0.06686710, -0.04824726, -0.43626101, -0.81720827, -0.80184417, 0.41630162, 0.73606273, -0.59281350, -0.73676888, 0.12174979, -0.36219795, -0.81129832, 0.92533934, -0.07789389, 0.12350217, -0.01738223, 0.36093139, 0.12930156, -0.89576879, -0.41682352, -0.93802420, 0.85392147, -0.37191017, -0.95310532, -0.24530810, 0.05477018, 
56.85449733, 56.70749221, 56.95714968, 57.04723287, 56.64904176, 55.98613718, 55.96110601, 57.17490115, 56.13104931, 56.12138225, 56.55332318, 55.82923245, 56.49068914, 56.77867470, 56.91310264, 57.09061159, 56.92949678, 56.80056239, 55.97483811, 56.01511935, 55.74530056, 57.29788990, 57.10654132, 55.81165217, 55.84318678, 57.13063752, 55.62769405, 56.43339702, 57.13965260, 56.34450635, 55.45028760, 56.68146223, 55.73931087, 57.09474959, 56.41600740, 57.07566493, 55.76819907, 57.06442571, 56.93787838, 56.58656068, 55.87312026, 56.17851386, 57.10310543, 57.05112171, 55.64450086, 56.70352038, 56.82904560, 57.26130994, 56.19139506, 55.49119601, 55.96374160, 56.62400792, 55.47639821, 55.75759521, 57.12297239, 56.00689729, 55.57554503, 55.43797874, 57.12760662, 55.40250994, 56.46979740, 57.26520652, 56.77128447, 56.89642057, 
23.83634650, 22.66368226, 23.44847589, 22.29185787, 22.41542028, 23.07366658, 23.56573085, 22.97585284, 23.93949274, 23.35614859, 22.71428685, 22.27130590, 22.74698127, 22.23064475, 22.21992815, 23.62568863, 22.40915306, 22.87098204, 22.93700885, 22.57286357, 23.31588956, 22.74729355, 23.26707317, 23.57874689, 22.87258459, 23.08199208, 23.66856913, 24.02969429, 23.03451090, 23.12716590, 23.61342716, 22.76909161, 23.68908237, 22.96013726, 22.95918369, 24.00273686, 23.93203805, 22.42314875, 22.87682391, 23.76976499, 23.67753154, 23.48934496, 23.93930511, 22.32274702, 23.61822392, 24.05746746, 23.84666985, 23.92561118, 22.82668371, 22.68191291, 22.39670896, 24.04080748, 23.32744066, 23.56201634, 23.51778858, 24.09825946, 22.54224263, 23.08459192, 24.02618796, 23.47498774, 22.10999202, 23.53784933, 22.14231356, 23.69730860, 
-0.73497906, -0.13146841, 0.46707981, -0.90470681, 0.18991455, -0.75786208, 0.76329240, -0.23431970, 0.62971709, 0.60083171, -0.01333848, 0.14617521, 0.55653337, -0.26843442, -0.02997940, -0.71854871, 0.31171270, 0.26496377, -0.77950703, -0.46261243, -0.27478568, 0.63651576, -0.46611876, 0.16569115, -0.38065812, -0.54169659, -0.46108690, -0.37243189, 0.89438695, -0.42053913, -0.77688908, -0.81115805, 0.47742653, 0.71962479, -0.68643078, -0.30322486, -1.00880322, -0.89370432, 0.49188950, 0.65034793, 0.73656146, -0.49201491, -0.17404279, 0.32252890, 0.26898474, 0.82541188, 0.63341425, -0.38986850, 0.11980972, 0.88334130, 0.17695314, 0.87445810, 0.54929112, 0.74026845, 0.06958332, -0.80193293, -0.77199408, 0.63793049, -0.14493075, -0.84817306, -0.75317458, 0.10761423, -0.62989704, 0.75368602, 
33.05164827, 32.90808142, 32.67487040, 33.07227911, 33.04381117, 32.19619397, 32.75206111, 32.80980669, 32.73361313, 33.60745239, 34.16176965, 34.03203193, 33.46229833, 33.82461798, 32.67159750, 32.61154212, 33.73739334, 33.87798471, 32.51543429, 33.31611853, 33.64768723, 33.61445168, 33.54361967, 33.90512722, 33.28181623, 32.42812298, 34.08638822, 33.55807573, 33.56517129, 32.48592525, 33.34119581, 32.45127845, 33.22846556, 33.85052510, 33.35801645, 34.10673562, 33.88117796, 33.94453646, 32.75100120, 32.44924998, 33.38644774, 32.74722975, 32.31574081, 32.68320497, 32.40630662, 32.82179720, 33.12920598, 33.97815885, 32.53424081, 33.47909915, 33.12873627, 34.01638692, 32.92800972, 32.50681483, 33.75597303, 34.04428485, 32.76939671, 33.67682015, 33.43681947, 32.16902689, 33.99720429, 32.61247417, 32.45476423, 33.06012874, 
30.34689921, 31.69668063, 31.05076431, 32.06253607, 31.47567598, 31.63622441, 30.34624494, 30.69658261, 30.21791305, 30.49644464, 31.21424647, 30.45867856, 31.15270074, 32.17791134, 30.27129631, 31.52140043, 31.49146939, 31.23449147, 31.37224625, 30.25393800, 31.57576520, 30.96267817, 32.13268174, 32.17962080, 30.47395721, 31.40396010, 32.18310659, 30.30562039, 31.85089316, 30.47232971, 31.20020803, 31.98281021, 31.95402818, 32.03599018, 31.83036412, 31.21472200, 31.45723242, 31.96162690, 31.69632245, 31.46016331, 30.24308938, 30.69558676, 31.70385971, 31.18080796, 30.65851594, 31.76017386, 30.48722623, 31.93500317, 30.77968317, 31.64449032, 31.97395901, 32.14046621, 30.39218633, 31.89165859, 32.10510485, 30.65116139, 31.08063653, 32.07322928, 30.74179962, 30.71654753, 30.33057683, 31.72702548, 30.48437558, 32.06962285, 
15.24711629, 15.79884034, 14.76844548, 14.48936656, 15.54548508, 14.24978578, 15.73454771, 15.57359230, 14.73039038, 15.22342526, 14.53941810, 15.17392416, 14.76861696, 14.81166217, 14.89394517, 15.33331797, 14.24117034, 14.65292202, 15.25880201, 14.41837451, 14.32959845, 15.14892470, 14.85455373, 15.19525282, 15.00717182, 15.38137119, 15.69681819, 15.12276648, 14.89341451, 13.96621161, 14.97740716, 14.22646585, 15.85098699, 15.83178769, 14.80176745, 15.48240711, 14.16750851, 14.62225020, 15.14193446, 14.98383393, 13.93161050, 15.76728760, 14.24369313, 14.78616250, 14.66488481, 15.22357335, 14.20541551, 14.99199019, 13.96243041, 15.55015257, 15.49629974, 14.37796390, 14.78501231, 14.43678852, 15.65915176, 15.87811916, 15.90409475, 15.44190498, 15.08682069, 14.88344430, 15.49405163, 14.15016289, 15.19584519, 15.43097367, 
-0.84171898, -0.82605692, 0.08971122, -0.58827543, -0.11787168, -0.68241928, 0.48149355, -0.10032614, -0.82919664, 0.81112172, 0.77177141, -0.07837679, 0.12063011, -0.93687804, 0.99954844, 0.16899556, 0.69920957, 0.58178323, 0.63289450, -0.42984308, -0.89549322, 0.37798130, -0.46578888, -0.90546342, -0.09417868, 0.70696685, 0.06391592, -0.51419200, 0.94306478, -0.65430385, 1.00271670, -0.90311456, -0.48482113, 0.08796756, -0.49585034, 0.39284683, 0.40108792, 0.98118284, -0.71193967, 0.56743092, 0.78784420, -0.94462862, -0.51540623, -0.09598605, -0.88596702, -0.52031815, -0.93145085, 0.80878219, -0.94299528, 0.69698329, -0.62552126, -0.84294886, 0.07050423, -0.09577050, -0.75287264, 0.97186519, -0.39326401, 0.30658292, -0.54678718, -0.45465959, 0.64781871, -0.54853083, -0.36223450, -0.84146278, 
68.63630640, 68.23878482, 68.64825373, 68.03293396, 68.21550731, 68.93185370, 67.59590452, 67.99889115, 68.98276472, 68.07603793, 68.89844474, 69.09233734, 68.55125942, 68.96253354, 68.89665917, 68.60380377, 68.65505647, 67.26667755, 68.75639456, 67.72110034, 68.16644669, 68.99906156, 67.68850516, 68.76872232, 68.30118412, 68.13725763, 67.30960237, 67.94454247, 68.58426644, 67.94290751, 68.09861933, 68.11478245, 69.07590194, 67.64108267, 69.04192602, 68.18561885, 67.46714598, 67.53204015, 69.07871961, 67.34412032, 68.50228768, 68.87137397, 67.33066727, 67.94775671, 68.72811711, 67.12153605, 67.44577009, 68.27738319, 67.28242320, 69.09637426, 68.89269314, 68.34307950, 68.98964542, 67.47540791, 68.00601143, 68.18503915, 68.50687515, 68.20982341, 69.02379122, 67.98535119, 69.04694052, 68.01662017, 68.99434325, 69.01705207, 
