0.98807972,0.93071647,-0.47479151,-0.22757655,0.49168665,0.07540204,-0.25453688,1.11539339,0.28473009,0.11721865,-0.24063521,0.55249149,-0.28454988,0.78553673,0.80800406,-0.69555181,-0.70700348,-0.93992023,0.0506369,0.63679774,-0.34729666,0.7766296,-0.13130271,-0.59300482,0.21759292,0.32166954,0.8795832,-0.4754473,0.01836819,0.59045812,-0.65476405,0.42034121
0.00729832,-0.10223088,0.24735583,-0.73326503,0.91097012,0.37446017,0.34627058,0.10350654,-0.91505483,0.39629398,0.62808967,0.42175177,0.06101999,-0.690025,0.31608375,-0.20886192,0.56484912,0.43957831,-0.6026865,0.83709618,-0.56724136,0.91706703,-0.51839036,-0.15665036,-0.19870133,0.89734856,-0.46868189,0.8297638,0.23210079,-0.2220435,-0.96968071,-0.75069127
0.75640007,-0.44091673,-0.39192932,-0.23872557,0.49807814,0.12072744,-0.19923471,0.06371413,0.57845872,0.56436157,0.78959356,0.66877908,0.19574628,-0.68722054,-0.55117457,-0.8609607,0.21742547,-0.36058756,-0.92682771,0.38848737,0.30800243,-1.01158002,0.36075856,0.50575685,0.98605994,1.12695716,-0.86856801,-0.37288974,-0.79652052,0.08361255,-0.07350559,0.3952011
-0.06169069,-0.14810104,0.81956272,0.83160482,-0.7674654,1.14073687,0.27725693,0.12689244,-0.47716445,0.26904903,0.15267639,0.24113572,-0.0342413,0.48150794,-0.67137744,-0.19865354,-0.96804954,0.53710294,0.7671223,-0.74370474,-0.30820208,0.38368114,0.37609505,0.77342759,0.68946603,0.53422945,-0.43493574,-0.96485842,0.14034169,-0.42377807,0.93872921,0.06058514
0.80695269,-0.47595382,-0.38228135,-0.20862355,-0.24305916,-0.295223,0.69484523,-0.02025542,0.49115141,0.13736652,0.32933121,-0.95482574,-0.24071259,-0.16324285,0.75531864,0.40638014,0.20940579,0.06391344,0.28994971,0.68207381,0.24060749,-0.98901002,0.66924345,1.02314616,-0.6060669,-0.0989746,0.32060781,0.43393348,0.83545814,0.5910584,-0.33581092,-0.39614409
0.57904906,0.54407321,-0.21670715,0.35930469,-0.18795422,0.16419928,0.00690794,0.0387433,0.28131485,-0.59598854,-0.14647694,-0.4867137,0.09964022,-0.14257033,0.42096662,0.67329983,0.34193511,0.56431886,-0.69891731,-0.18777431,-0.21627563,-0.18230989,-0.18061307,0.09254517,0.96536134,0.10658556,0.61264512,0.62097277,-0.43560939,0.41490098,-0.65091203,0.71531371
0.09709942,0.41035363,0.04695615,-0.26009989,0.21716294,-0.31746444,0.03948946,0.33031267,-0.8412648,-0.63904748,0.62852571,-0.73521939,0.68910392,-0.46988062,-0.50368911,0.70907811,0.44755851,-0.252185,-0.38988155,-0.93909522,0.70073428,-0.54191834,0.30769444,-0.46256834,-0.67183182,-0.10781097,0.46204253,-0.86607483,0.02464457,0.77290791,0.64711216,0.6347518
0.82315459,0.51058836,-0.48505731,-0.17506143,0.49599097,-0.46570359,0.89543234,0.51481065,0.7564566,0.6698609,-0.45420811,0.71251039,-0.48345425,-0.54968581,-0.38102339,0.61282521,0.58339884,-0.07188761,0.83223135,-0.17952094,-0.79114355,0.14190246,0.09591513,0.66017028,0.11000445,0.05126401,0.54014765,-0.38468441,-0.16633886,-0.14595167,-0.63760934,0.1296482
0.2119545,-0.67393631,-0.41677854,0.30839909,-0.76085382,-0.59526326,1.00816022,0.82224312,-0.14920601,0.02070993,-0.23626904,0.92035303,-0.46555356,-0.01581035,0.53610451,-0.91130706,-0.11731619,-0.73339393,0.41095878,0.50422514,-0.05071974,0.39529276,0.50207638,1.06182099,0.12387039,0.75439538,-0.0721518,-0.62473485,-0.62247204,0.65888904,-0.67025217,-0.56382306
-0.2520043,0.35437432,-0.10542548,-0.0223931,-0.29133164,0.9314947,-0.7708449,0.7368535,0.10059079,-0.56106962,-0.04901488,-0.26402416,0.04132677,-0.82185108,-0.09273811,0.38480842,0.17524484,-0.12575287,0.79372487,0.02791548,0.17377889,0.8750861,-0.30866078,-0.29519226,0.47664854,0.12670836,-0.95919765,0.89598487,0.23542615,0.90946844,-0.41909191,0.30586702
0.1688186,1.03641309,-0.97449784,-0.29399961,0.97516308,-0.61856682,-0.45505426,-0.62841599,-0.45142294,0.19032708,0.58736254,0.77240294,0.60265648,-0.12546479,-0.78870886,-0.65102837,0.82013759,-0.42166635,0.12545975,-0.025151,0.24768877,0.38380316,0.54756686,-0.22575068,-0.76615733,-0.51845059,0.11661255,0.00973384,0.26666443,0.91547853,-0.46968183,-0.0450371
-0.04986324,0.93913135,0.94288075,0.38070608,0.37163958,0.181037,-0.2165803,0.67422753,-0.36536773,0.88975151,0.3249836,0.45154492,-0.88396895,-0.87468658,-0.58104525,0.51938784,-0.34556215,0.14699254,-0.32125123,-0.84231541,-0.30483781,-0.35027036,-0.12625631,0.20760777,-0.29270517,0.5801045,-0.31134282,0.82439456,-0.7712927,1.1963027,-0.27782312,0.68098322
1.09724472,0.9731964,-0.76458397,0.44950475,0.36249451,0.35271249,-0.59292823,0.03521406,-0.90410856,0.310042,-0.59867747,0.36572794,0.63708841,-0.57960923,0.68263222,0.7072956,-0.9103437,0.21696095,-0.04533865,0.47208691,0.528615,0.35818784,-0.91111496,0.19608356,-0.71258311,-0.17754481,0.70377437,-0.77970645,-0.88053811,0.12838385,0.67567632,-0.4593925
-0.28388384,0.65360455,0.87208614,-0.55168069,1.00205933,-0.16311413,-0.1307455,-0.0980843,0.53533546,0.01444967,-1.02121909,0.10187176,-0.58628668,0.60355621,-0.26138703,-0.79062827,0.6055447,0.33033914,-0.85877911,0.04533476,-0.64059801,-0.59229328,0.02435176,0.18573816,0.52161489,0.84445228,-0.67128493,-0.55491789,0.06916993,-0.60895866,0.83047229,0.8077667
0.81034199,0.49834516,-0.93770126,0.11493634,-0.06125071,-0.03998368,0.87344923,0.89155367,-0.11774963,-0.46869943,0.45561185,0.59484856,0.13171,-0.10549887,0.4339397,0.73924082,-0.1579425,0.30321378,-0.35896667,0.76444455,0.36922314,0.32226407,0.06428943,0.65240698,0.93625475,1.01781342,0.38699207,0.86332915,-0.43820593,-0.39047619,0.25299945,0.15516138
-0.24526433,0.44082926,-0.53430858,-0.36534633,0.53503182,-0.69184589,0.30894515,0.0722443,-0.11623778,0.43002243,-0.42641318,-0.39288931,-0.76478039,-0.21709209,-0.67335169,-0.1086645,-0.68355657,0.18671017,-0.56500727,-0.6396575,0.56859794,0.36423803,-0.56577674,-0.14386164,0.76392679,0.85100642,-0.72158203,-0.10749425,0.22757027,0.25120126,0.2392997,-0.15519992
0.79483403,0.98484165,0.73483486,-1.00855016,-0.40429029,-0.49729029,-0.4618175,0.09179912,0.83958242,-0.63248283,0.25059014,-0.17366775,-0.28151414,-0.46205494,0.86415987,0.75987482,-0.29098357,0.05217979,-0.94235952,0.11581497,0.13976157,0.43718224,-0.67433419,0.34399368,0.44058153,0.47222202,0.37145919,0.81406562,-0.52522215,0.5146249,-0.14333325,0.89036303
0.73976141,-0.74279057,0.72633513,0.53795592,0.9235023,0.26585293,-0.76980979,-0.64732212,-0.34475255,-0.89286958,-0.92895831,0.03523613,-0.24147207,0.02479451,-0.77629649,-0.83514096,-0.88439376,1.00166682,0.59461509,-0.32381161,-0.2130564,-0.84643925,-0.63343816,0.29045285,-0.47618744,-0.04561295,-1.01980235,-0.65387492,-0.58284527,-0.25944063,0.47836499,-0.46062928
0.63856201,-0.66000523,0.17244604,-0.82719663,0.10617222,0.04947171,-0.93606983,-0.12416311,-0.8721222,-0.86123609,0.17879118,-0.39263754,-0.64329974,-0.34648551,0.18254597,-0.80290241,0.93976709,0.50635362,-0.12109002,-0.93608258,1.09688348,-0.70598064,0.59627802,0.53784404,0.14278641,-0.2279612,-0.37824218,0.11808809,-0.83425842,0.73894842,-0.68819413,0.70876163
-0.48723082,0.99613052,0.53375596,-0.43149628,0.81657617,0.84431167,-0.79593748,-0.59284087,0.36738328,0.24351097,0.64787617,-0.68129479,-0.07548672,0.13555606,0.55573023,0.07448827,0.68035192,0.95034981,-0.94170936,-0.21144077,0.1407732,0.25430639,-0.92259266,0.97860291,0.7198238,0.29205489,0.3068979,0.41687915,0.13689876,0.23542612,-0.91201569,-0.60132479
-0.0876846,0.77912222,-0.58689391,-0.0384614,-0.56497789,-0.49655863,-0.52839423,0.86231288,0.58725132,-0.4127489,0.37128477,0.64016796,-0.87782958,-0.20130112,-0.57359674,0.24729582,-0.34034015,-0.01690662,-0.09850106,0.42574953,-0.07423381,0.25649881,0.5629055,-0.3645074,0.01316376,-0.19536135,-0.57158505,0.86548649,-0.85783384,-0.59464776,0.38608069,0.31041408
