70088848.70008935, 81471465.07274272, 81219078.79909743, 59208513.90927198, 69801885.04282564, 56760258.01289226, 51412166.94061127, 69949768.19003560, 68078999.72937524, 72767879.36741941, 76581475.51358692, 73547934.05654217, 72297975.60567480, 76577959.32068603, 73155475.85691355, 50418391.62031773, 72400319.73550062, 63563042.99429815, 57534196.22428849, 73076189.06314369, 63781774.34357915, 57790573.47311645, 56972592.80629130, 77973775.97665547, 62953166.21376475, 55092509.33121650, 78007569.00007841, 82306977.60195528, 60997413.71810919, 61478260.54236841, 82299473.92493238, 69572524.22001472, 57903953.59371954, 67308688.44675422, 
70895979.50148989, 82409676.23235947, 82154381.90634175, 59890349.68124726, 70605710.44013931, 57413897.63956079, 52004220.51116034, 70755296.01763046, 68862984.41555472, 73605859.55679958, 77463373.60296765, 74394897.73609883, 73130544.39266528, 77459817.11139108, 73997919.67232004, 50999000.25471005, 73234068.79388295, 64295021.98017869, 58196747.90849117, 73917720.64729618, 64516271.20267194, 58456078.97545174, 57628678.80463067, 78871706.38005961, 63678124.14445145, 55726945.23007501, 78905889.59717113, 83254808.42979684, 61699848.76951815, 62186233.52323548, 83247219.69745049, 70373707.67082265, 58570764.87972629, 68083801.00861096, 
69097634.86963941, 80319275.18215874, 80070457.68871413, 58371172.09738299, 68814729.90705088, 55957539.11059836, 50685083.36443751, 68960519.49741276, 67116208.73736395, 71738777.53577435, 75498440.91199076, 72507799.25334039, 71275519.32787339, 75494973.50776893, 72120891.95978053, 49705363.82116800, 71376415.55083188, 62664117.46337190, 56720532.11521531, 72042728.36865647, 62879755.87957144, 56973284.17372701, 56166872.64277405, 76871050.20380390, 62062866.74232817, 54313377.04739940, 76904367.33459629, 81142972.66536470, 60134773.71116069, 60608819.52585222, 81135575.05406122, 68588611.19546854, 57085061.48359354, 66356790.64587213, 
71050887.08322448, 82589741.19002505, 82333889.75824597, 60021210.12005756, 70759984.18256383, 57539348.66922263, 52117849.56409673, 70909896.56150469, 69013450.45959947, 73766690.35709757, 77632632.38205911, 74557450.38773450, 73290336.45409499, 77629067.52719304, 74159606.02509485, 51110433.64088750, 73394085.13817209, 64435506.85532633, 58323908.05736268, 74079231.43419349, 64657240.58505789, 58583805.83630523, 57754597.71302278, 79044041.62003878, 63817260.34372514, 55848707.67521047, 79078299.63733394, 83436722.95368239, 61834663.23527626, 62322111.14580552, 83429114.29345398, 70527475.73756614, 58698743.65038417, 68232565.04841948, 
71072142.19336629, 82614447.99242370, 82358521.21670605, 60039165.63205710, 70781152.78357041, 57556561.17972395, 52133441.40969145, 70931109.03128357, 69034095.56520505, 73788756.69113123, 77655855.51402129, 74579754.15607631, 73312260.60479224, 77652290.18649361, 74181790.36093593, 51125724.38111038, 73416041.68165553, 64454783.61464436, 58341355.10016949, 74101392.42781872, 64676583.68103919, 58601330.72376589, 57771875.04111044, 79067687.62444168, 63836351.06245781, 55865416.20649585, 79101954.87416786, 83461681.10126883, 61853161.65345111, 62340755.08728903, 83454072.33906902, 70548573.04781394, 58716301.98923333, 68252976.63419688, 
70787512.26268132, 82283593.70240873, 82028691.86815386, 59798719.45013246, 70497688.42034872, 57326058.53012743, 51924657.29928226, 70647043.66680688, 68757627.85622232, 73493247.03606522, 77344859.04918981, 74281078.92436033, 73018660.43813825, 77341306.92686619, 73884707.91743027, 50920976.41924340, 73122024.15569861, 64196654.89953841, 58107711.70840465, 73804632.39492770, 64417566.91708785, 58366644.14675695, 57540510.96841967, 78751038.60967670, 63580699.61585723, 55641685.89580575, 78785169.04916765, 83127434.69709466, 61605450.84953991, 62091091.22316170, 83119856.41746634, 70266040.41370828, 58481155.07456852, 67979637.75986707, 
70794138.69386423, 82291295.32073715, 82036370.07443418, 59804317.04759546, 70504286.12955324, 57331424.35208825, 51929517.13295262, 70653656.81918415, 68764063.19315965, 73500126.22135836, 77352099.50559784, 74288031.76126949, 73025495.33996394, 77348547.82061490, 73891623.22711402, 50925742.77333035, 73128869.04955338, 64202663.24328902, 58113150.56392633, 73811539.70649366, 64423596.87465625, 58372107.45369208, 57545897.26178769, 78758409.60438815, 63586651.58745366, 55646894.89187207, 78792543.41266926, 83135214.91654141, 61611218.13149717, 62096904.96115357, 83127636.33224262, 70272616.88574494, 58486630.52329231, 67986000.62129049, 
65608499.37834059, 76263495.45239353, 76027242.51249348, 55423678.41657016, 65339879.76719356, 53131923.86580013, 48125704.20063539, 65478307.66833089, 63727127.05738047, 68116276.25348200, 71686093.85303481, 68846465.22869930, 67676410.07650408, 71682800.83681929, 68479094.64752954, 47195454.24092910, 67772212.70099148, 59499846.37546608, 53856387.81913886, 68404878.33061095, 59704596.74695874, 54096378.30020324, 53330685.46128602, 72989390.81348334, 58928958.91021430, 51570783.45490505, 73021024.10799867, 77045598.55644433, 57098223.84660754, 57548332.72077713, 77038574.90857521, 65125180.32719891, 54202509.94069584, 63006056.55296230, 
70394164.99579361, 81826365.08302356, 81572878.74026130, 59466434.26545633, 70105950.09712401, 57007513.46499085, 51636124.72361304, 70254476.52236097, 68375560.34232521, 73084865.38732541, 76915075.17267643, 73868318.69200501, 72612915.19192897, 76911542.41586278, 73474148.93034457, 50638020.94202378, 72715703.72478224, 63839931.41744500, 57784820.95150664, 73394519.19967464, 64059615.87685957, 58042316.28192774, 57220773.62292901, 78313438.58231615, 63227399.16834213, 55332498.83358515, 78347379.81004666, 82665516.91016208, 61263125.28311621, 61746068.76795846, 82657980.90618913, 69875590.52039224, 58156191.71760911, 67601893.13828857, 
70781147.86221340, 82276195.93044506, 82021314.73228136, 59793343.97322322, 70491347.62366529, 57320903.03818192, 51919988.13317949, 70640691.99907070, 68751444.04805401, 73486639.06326301, 77337904.20227973, 74274397.81837671, 73012094.25742048, 77334352.55885415, 73878064.45668842, 50916397.65723623, 73115449.84920073, 64190882.81307903, 58102484.72652443, 73797995.34993790, 64411774.68505596, 58361396.77612798, 57535336.86073148, 78743956.05317073, 63574983.47460758, 55636682.73673157, 78778084.99036244, 83119959.11675823, 61599911.42794196, 62085509.28988884, 83112382.23704329, 70259721.23334911, 58475897.17842223, 67973524.17225125, 
