-0.52227440, -0.48388380, 0.51147070, -0.46966064, -0.20379588, -0.74616775, 0.57735169, -0.90472726, -1.00687646, -0.38199030, 0.27394085, 0.83391657, -0.10172332, 0.43196943, 0.32516265, -0.15607288, 0.77151733, -0.17792717, -0.22905151, -0.92850821, -0.44113993, 0.23162206, 0.62658802, 0.53710231, 0.05581482, -0.43652878, -0.39381095, 0.34400229, 0.25507933, -0.65597383, 0.60343864, 0.74667472, -0.12387782, 0.13167249, 
-0.67160759, 0.72169689, 0.43755193, 0.91272694, 0.83027862, 0.44044911, -0.46153330, 0.12046489, 0.29241497, 0.45403087, -0.43142016, -0.36559418, -0.69312154, -0.64405910, 0.46912968, 0.08417804, -0.55760628, -0.95846199, -0.66714774, -0.91694781, 0.59687920, 0.40900791, -0.34499786, -0.77661009, -0.22596985, 0.92220221, -0.41584524, -0.60502469, 0.69366435, 0.47543374, 0.54438994, 1.00610044, 0.17745918, -0.03744338, 
0.88543349, -0.02357882, -0.62860738, -0.58807508, -0.92135621, 0.64488100, 0.84938239, -0.37037959, -0.73885757, -0.85783132, -0.03274287, 0.71353967, 0.21611961, 0.39260844, 0.73804649, 0.53375478, 0.45741016, 0.31776205, -0.07185154, -0.90402748, 0.52188374, 0.68313093, -0.99429613, -0.91360162, -0.94044824, 0.67951359, 0.54289029, 0.58466660, 0.66646938, -0.29863493, -0.47383410, 0.54890911, 0.67339861, -0.10712274, 
0.93061026, 0.72302785, -0.49212688, 0.78041517, -0.64900940, -0.23132663, 0.92518839, 0.31357713, -0.52301432, 0.13347677, -0.29837666, -0.79044047, -0.33360771, -0.84499153, 0.52501860, 0.59525474, -0.75164979, 0.04388976, 0.27371302, -0.75092006, 0.12584448, 0.32505984, 0.92904693, -0.33896795, -0.09777798, 0.59472945, 0.35800214, 0.42423467, 0.13359993, 0.02786704, -0.68768466, 0.08372625, -0.22681299, -0.15891701, 
0.00574539, 0.26223239, 0.75618241, -0.07046044, -0.41374825, -0.76991286, 1.05503616, 0.31266789, -0.53215139, -0.23851230, 0.49032093, 1.02173772, -0.62926835, 0.76122020, 0.07607278, 0.63399516, 1.02650384, -0.78268509, -0.00773315, 0.97866458, -0.09710055, 0.93237265, 0.57806529, -0.70194325, 0.39616633, -0.28868367, 0.35048193, 0.73141733, 0.85008240, -0.85971420, -0.40623151, -0.22739527, 0.30114696, -0.74905002, 
0.49070789, 0.68722202, -0.72538738, 0.49007611, -0.09001247, -0.34427051, -0.82352538, -0.69337756, -0.42076469, -0.53616931, 0.97184685, 0.56449303, -0.95570992, 0.90790719, 0.69739852, -0.02905187, 0.79256407, -0.48648568, -0.18085577, 0.28531369, -0.29039463, -0.88966424, 0.93627885, 0.95283231, 0.73721554, 0.69399094, -1.00674891, -0.76948773, -0.64667666, 0.19898409, -0.62557830, 0.86019264, -0.09599134, -0.33419697, 
0.39646328, 0.85875711, 0.36780349, 0.58235452, -0.81870974, 0.96036526, -0.94233090, -0.82922237, 0.54265951, -0.88120929, -0.90427327, 0.25741738, 0.10187023, 0.90444559, 0.78578229, 0.93106296, 0.20673763, -0.48947770, -0.94161536, 0.15897274, -0.51822305, 0.81511966, -0.13490828, -0.50504163, -0.93524056, 0.23332457, 0.71203797, -0.54284061, 0.11558663, -0.36694519, 0.14197245, -0.49773526, -0.51972881, -0.50139290, 
-0.97749870, -0.39863120, -0.60393539, -0.92122268, -0.23498291, 0.93549066, -0.80113536, -0.15168589, 0.18030658, 0.28281778, -0.25878634, -0.04772723, 0.20775491, 0.93700855, 0.45557430, 0.26614836, 0.08722011, 0.92877149, 0.06824914, 0.93992387, -0.58788075, 0.11452519, 0.17046885, -0.89361056, 0.55448908, -0.71817882, -0.27261503, -0.31477343, -0.23867176, 0.19776780, 0.17137049, -0.18138174, 0.83961068, 0.60606994, 
0.23156289, -0.06857375, 0.88924944, 0.41624195, 0.79165543, 0.04850822, -0.33581334, -0.41875542, 1.05717286, 0.96203077, -0.43837924, 0.57226653, 0.25189868, 0.69194627, 0.51413400, -0.71713128, 0.65800588, 0.95112722, 0.46649518, -0.12559620, 1.10369642, 0.10344661, 0.15489203, -0.08929189, 0.87397807, 0.90129433, 1.15501860, 0.08793012, -0.15666973, 1.02219365, -0.26714671, 0.85790045, -0.30891552, -0.63367144, 
-0.22196539, -0.98682655, -0.06889702, 0.29123579, -0.64275132, -0.24384019, 0.04372494, -0.32231077, -0.92519142, -0.91018759, -0.87839723, 0.35783269, -0.76911256, 0.54471023, 0.08703860, 0.52020289, -0.82778918, -0.03612328, -0.59396283, 0.11007907, 0.61005407, -0.98223197, -0.15364811, 0.49528353, -0.15855745, 0.44415610, 0.25844842, 0.31314320, 0.01988527, 0.70081617, 0.40360725, 0.79320623, 0.70844542, -0.67087475, 
